heating,उष्णतासाधनम्,,
cooling,तापमानकटूतिः,,
air conditioning,वातानुकूलनम्,,
cleaning,सफाई,,
organizing,व्यवस्थापनम्,,
repair,मरम्मतम्,,
maintenance,रखरखावः,,
security,सुरक्षा,,
clock,घटिका,,
watch,घटकः,,
calendar,पञ्चाङ्गम्,,
schedule,व्यवस्था,,
appointment,अवधिः,,
meeting,सभा,,
conference,सम्मेलनम्,,
presentation,प्रदर्शनम्,,
lecture,व्याख्यानम्,,
class,वर्गः,,
lesson,उपदेशः,,
homework,गृहकार्यम्,,
assignment,अभियोजनम्,,
exam,परीक्षा,,
test,जांचः,,
grade,श्रेणी,,
score,अंकः,,
certificate,प्रमाणपत्रम्,,
diploma,पदवी,,
degree,उपाधि,,
job,कार्यम्,,
work,कर्म,,
career,व्यवसायः,,
salary,वेतनम्,,
promotion,उन्नयनम्,,
retirement,सेवानिवृत्ति,,
hiring,नियुक्ति,,
firing,बच्चावश्यम्,,
resignation,त्यागपत्रम्,,
interview,साक्षात्कारः,,
resume,जीवनवृत्तान्तः,,
cover letter,आवेदनपत्रम्,,
networking,जालसम्बन्धः,,
colleague,सहकर्ता,,
boss,उपस्थापकः,,
employee,कर्मचारी,,
entrepreneur,उद्यमी,,
company,कम्पनी,,
business,व्यापारः,,
client,ग्राहकः,,
customer,उपभोक्ता,,
money,धनम्,,
cash,नगदः,,
credit card,क्रेडिटकार्डः,,
debit card,डेबिटकार्डः,,
bank,बैंकः,,
account,खाता,,
savings,बचतखाता,,
checking,चेकिंगखाता,,
investment,निवेशः,,
loan,ऋणम्,,
interest,ब्याजः,,
mortgage,गृहवित्तऋणम्,,
insurance,विमा,,
tax,करम्,,
salary,वेतनम्,,
bonus,बोनसः,,
commission,कमीशनः,,
profit,लाभः,,
loss,हानिः,,
stock,स्टॉकः,,
bond,बाँड़ः,,
real estate,अचलसम्पत्तिः,,
property,सम्पत्तिः,,
rent,किराया,,
lease,पट्टः,,
mortgage,गृहवित्तऋणम्,,
asset,सम्पत्तिः,,
liability,देयता,,
equity,संपत्तिशेषः,,
dividend,भागफलम्,,
shareholder,सहधारकः,,
board of directors,बोर्डः,,
CEO,मुख्यकार्यकारी,,
CFO,वित्तधिकारी,,
employee,कर्मचारी,,
human resources,मानवसंसाधनः,,
marketing,विपणी,,
sales,विक्रयः,,
customer service,ग्राहकसेवा,,
product,उत्पादः,,
brand,ब्राण्डः,,
promotion,प्रचारः,,
advertisement,विज्ञापनम्,,
medicine,औषधम्,,
doctor,वैद्यः,,
nurse,दवास्ताध्यक्षः,,
hospital,अस्पतालम्,,
clinic,चिकित्सालयः,,
dentist,दन्तचिकित्सकः,,
pharmacist,औषधग्राहकः,,
prescription,औषधविधिः,,
diagnosis,रोगानुमानम्,,
symptom,लक्षणम्,,
disease,रोगः,,
infection,संक्रमणम्,,
illness,व्याधिः,,
pain,दुःखः,,
fever,ज्वरः,,
cold,शीतज्वरः,,
flu,फ्लू,,
cough,कासः,,
sore throat,गलग्रहणम्,,
allergy,अलर्जी,,
asthma,दमः,,
heart attack,हृदयघातः,,
stroke,दौर्बल्यम्,,
diabetes,मधुमेहः,,
cancer,अर्बुदः,,
treatment,चिकित्सा,,
therapy,चिकित्सापद्धतिः,,
medication,औषधम्,,
vaccine,टीका,,
surgery,शल्यचिकित्सा,,
operation,शल्यचिकित्सा,,
recovery,उपचारपूर्णता,,
healthcare,स्वास्थ्यसेवा,,
wellness,स्वस्थता,,
fitness,फिटनेस्,,
nutrition,पोषणम्,,
diet,आहारः,,
exercise,व्यायामः,,
yoga,योगः,,
meditation,ध्यानम्,,
transportation,यातायातः,,
vehicle,वाहनम्,,
car,गाड़ी,,
truck,ट्रकः,,
bus,बस्सः,,
train,रेल्वे,,
subway,उपनगरमयस्त्रः,,
taxi,टैक्सी,,
motorcycle,मोटरसाइकिलः,,
bicycle,वेलोचक्रः,,
scooter,स्कूटरः,,
helicopter,हेलिकॉप्टरः,,
airplane,विमानः,,
boat,नावा,,
ship,पोतः,,
ferry,फेरी,,
cruise,जहाजयात्रा,,
ticket,टिकटः,,
fare,किराया,,
reservation,आरक्षणम्,,
boarding pass,बोर्डिंगपासः,,
luggage,सामानम्,,
suitcase,सूटकेसः,,
backpack,बैकपैकः,,
carry-on,हस्तावहनम्,,
passport,पासपोर्टः,,
visa,वीजा,,
customs,आयातनिरीक्षणम्,,
immigration,प्रवासनविभागः,,
security,सुरक्षा,,
boarding,बोर्डिंगः,,
takeoff,आरोहणम्,,
landing,अवरोहणम्,,
delay,विलंबः,,
cancellation,रद्दीकरणम्,,
connection,संपर्कः,,
schedule,विवरणम्,,
reservation,आरक्षणम्,,
weather,वातावरणम्,,
temperature,तापमानः,,
humidity,नमनम्,,
precipitation,वर्षणम्,,
rain,वर्षः,,
snow,हिमः,,
sleet,हिमजलम्,,
hail,हैलः,,
fog,धूम्रम्,,
mist,आबः,,
cloud,आवरणम्,,
sun,अदितिः,,
moon,चन्द्रः,,
star,तारा,,
sky,आकाशः,,
wind,वायुः,,
storm,तूफानः,,
hurricane,हड़ताल,,
tornado,टॉर्नाडो,,
earthquake,भूकम्पः,,
flood,बाढ़,,
drought,खड़क,,
fire,अग्निः,,
ice,बर्फ़्,,
avalanche,हिमस्खलनः,,
thunder,वज्रन्यः,,
lightning,वैद्युतः,,
haze,धुंधलापनम्,,
smog,धूमकेतुः,,
pollution,प्रदूषणम्,,
ozone,ओजोनः,,
carbon dioxide,कार्बन डाईऑक्साइड,,
climate change,जलवायु परिवर्तनः,,
global warming,वैश्विकतापवृद्धि,,
natural disaster,प्राकृतिक आपदा,,
environment,पर्यावरणम्,,
conservation,संरक्षणम्,,
recycling,पुनर्चक्रणम्,,
renewable energy,नवीकरणीय ऊर्जा,,
sustainability,समर्थनम्,,
government,सरकारः,,
politics,राजनीतिः,,
democracy,लोकतन्त्रः,,
dictatorship,तंत्राधिपत्यम्,,
monarchy,राजवंशशासनम्,,
republic,गणराज्यम्,,
election,चुनावः,,
voting,मतदानम्,,
ballot,बैलटः,,
candidate,उम्मीदवारः,,
party,पक्षः,,
government official,सरकारीकर्मचारी,,
minister,मंत्री,,
president,राष्ट्रपतिः,,
vice president,उपराष्ट्रपतिः,,
senator,सीनेटरः,,
congressman,कांग्रेससदस्यः,,
representative,प्रतिनिधिः,,
mayor,महापौरः,,
governor,राज्यपालः,,
diplomacy,कूटनीतिः,,
embassy,दूतावासः,,
foreign policy,परदेशनीतिः,,
international relations,अन्तर्राष्ट्रीय संबंध,,
treaty,संधिः,,
peace,शान्ति,,
war,युद्धः,,
military,सैन्यव्यवस्था,,
army,सेना,,
navy,नौसेना,,
air force,वायुसेना,,
terrorism,आतंकवादः,,
intelligence,खुफिया जानकारी,,
surveillance,अवलोकनम्,,
security,सुरक्षा,,
justice,न्यायः,,
law,कानूनः,,
crime,अपराधः,,
police,पुलिसः,,
court,न्यायालयः,,
judge,न्यायाधीशः,,
education,शिक्षा,,
school,विद्यालयः,,
teacher,शिक्षकः,,
student,छात्रः,,
classroom,विद्याकक्षम्,,
lesson,पाठः,,
homework,घरकामः,,
assignment,अभ्यासपत्रम्,,
exam,परीक्षा,,
test,परीक्षणम्,,
grade,श्रेणी,,
degree,डिग्री,,
diploma,डिप्लोमा,,
certificate,प्रमाणपत्रम्,,
university,विश्वविद्यालयः,,
college,कॉलेजः,,
major,मुख्यविषयः,,
minor,उपविषयः,,
tuition,शिक्षणशुल्कः,,
scholarship,छात्रवृत्ति,,
financial aid,आर्थिक सहायता,,
student loan,छात्र ऋणः,,
textbook,पाठ्यपुस्तकः,,
lecture,व्याख्यानम्,,
research,अनुसन्धानम्,,
thesis,थीसिस्,,
dissertation,डिसर्टेशन्,,
essay,निबन्धः,,
paper,पत्रम्,,
presentation,प्रदर्शनम्,,
project,परियोजना,,
group work,समूह कार्य,,
classmate,वर्गसमीक्षकः,,
professor,प्राध्यापकः,,
department,विभागः,,
academic,विद्यार्थी,,
degree program,डिग्री कार्यक्रमः,,
enrollment,नामांकनम्,,
car,रथः,,
bus,बसः,,
train,रेलः,,
airplane,विमानः,,
bicycle,साइकिलः,,
motorcycle,मोटरसाइकिलः,,
boat,नौका,,
ship,पोतः,,
beach,समुद्रतटः,,
mountain,पर्वतः,,
river,नदी,,
lake,सरित्सरः,,
forest,वनम्,,
jungle,अरण्यम्,,
desert,मरुद्धेशः,,
sky,आकाशः,,
cloud,मेघः,,
rain,वर्षा,,
sun,सूर्यः,,
moon,चन्द्रः,,
star,तारा,,
planet,ग्रहः,,
galaxy,तारामण्डलम्,,
universe,ब्रह्माण्डः,,
gravity,गुरुत्वाकर्षणम्,,
magnetism,चुम्बकत्वम्,,
electricity,विद्युत्,,
power,शक्तिः,,
energy,ऊर्जा,,
force,बलम्,,
momentum,गतिशक्तिः,,
mass,भारः,,
velocity,वेगः,,
acceleration,त्वरणम्,,
distance,दूरम्,,
speed,गतिः,,
time,कालः,,
clock,घटिका,,
calendar,पञ्चाङ्गम्,,
week,सप्ताहः,,
month,मासः,,
year,वर्षः,,
history,इतिहासः,,
future,भविष्यः,,
and,च,,
or,वा,,
not,न,,
but,किन्तु,,
if,यदि,,
then,तदा,,
because,किंतु,,
although,तथापि,,
however,तथापि,,
instead,तु,,
besides,अतिरिक्तम्,,
moreover,अधिकं,,
furthermore,अतः तस्मात्,,
likewise,तथैव,,
similarly,तथा,,
opposite,विपरीत,,
together,समम्,,
separate,विभक्तम्,,
between,मध्ये,,
among,मध्ये,,
with,सह,,
without,विना,,
for,लिए,,
against,विरुद्ध,,
father,पिता,,
mother,माता,,
grandfather,पितामहः,,
grandmother,मातामही,,
son,पुत्रः,,
daughter,पुत्री,,
brother,भ्राता,,
sister,भगिनी,,
husband,पति,,
wife,पत्नी,,
nephew,भान्जः,,
niece,भान्जी,,
son-in-law,जमाई,,
daughter-in-law,बहू,,
stepfather,सूतजः,,
stepmother,सूता,,
half-brother,अर्धभ्राता,,
half-sister,अर्धभगिनी,,
twin brother,जामाता,,
twin sister,सहोदरी,,
godfather,गोदान,,
godmother,गोदानी,,
adopted son,दत्तपुत्रः,,
adopted daughter,दत्तपुत्री,,
family,परिवारः,,
doctor,वैद्यः,,
medicine,औषधम्,,
hospital,आशुगृहः,,
nurse,नर्सः,,
sick,रोगी,,
health,स्वास्थ्यम्,,
exercise,व्यायामः,,
yoga,योगः,,
meditation,ध्यानः,,
relaxation,शान्तिः,,
stress,तनावः,,
anxiety,उत्सुकता,,
depression,अवसादः,,
happiness,सुखम्,,
sadness,दुःखम्,,
anger,क्रोधः,,
love,प्रेमः,,
friendship,मित्रता,,
marriage,विवाहः,,
divorce,तलाकः,,
children,सन्तानाः,,
mother,माता,,
father,पिता,,
sister,सहोदरी,,
brother,सहोदरः,,
grandmother,पितामही,,
grandfather,पितामहः,,
pet,पशुः,,
dog,श्वः,,
cat,बिल्ली,,
fish,मत्स्यः,,
bird,पक्षिः,,
horse,अश्वः,,
cow,गावः,,
sheep,भेडः,,
chicken,कुक्कुटः,,
insect,कीटः,,
flower,पुष्पम्,,
tree,वृक्षः,,
grass,घासः,,
fruit,फलम्,,
vegetable,शाकः,,
rice,चावलम्,,
bread,रोटिः,,
salt,लवणम्,,
sugar,चूर्णम्,,
spice,मसाला,,
oil,तैलम्,,
butter,घृतम्,,
cheese,पनीरम्,,
egg,अण्डम्,,
chocolate,चॉकलेटम्,,
coffee,कॉफ़ी,,
tea,चायम्,,
water,जलम्,,
juice,रसम्,,
a,एकः,,
able,समर्थः,,
about,उपलब्धम्,,
above,उपरिष्टात्,,
accept,स्वीकृतम्,,
account,लेखः,,
across,पारितः,,
act,क्रिया,,
add,योजयति,,
address,पत्रम्,,
administration,शासनम्,,
admit,प्रतिज्ञातम्,,
adult,वयस्कः,,
advantage,अवधिः,,
adventure,साहसम्,,
advertise,प्रचार्यते,,
affair,कार्यम्,,
after,अन्ते,,
again,पुनः,,
against,विरुद्धम्,,
age,वयः,,
agency,एजेंसी,,
agent,एजेंट्,,
ago,पूर्वम्,,
agree,सहमतिः,,
ahead,अग्रे,,
aid,सहाय्यम्,,
aim,उद्देशः,,
air,वायुः,,
alarm,अलार्म्,,
album,एल्बम्,,
alive,जीवितः,,
all,सर्वम्,,
allow,अनुमतम्,,
almost,लघुतरम्,,
alone,एकः,,
along,सह,,
already,पूर्वम्,,
also,अपि,,
although,अथवा,,
always,सदैव,,
amazing,अद्भुतम्,,
among,मध्ये,,
amount,अधिकम्,,
analysis,विश्लेषणम्,,
ancient,प्राचीनम्,,
and,च,,
anger,कोपः,,
angle,कोणः,,
animal,पशुः,,
announce,घोषयति,,
annual,वार्षिकम्,,
another,अन्यः,,
answer,उत्तरम्,,
anxiety,उद्वेगः,,
any,किंचिद्,,
apart,विशिष्टम्,,
apartment,आवासः,,
app,अनुप्रयोगः,,
apparent,प्रत्यक्षम्,,
appeal,प्रार्थना,,
appear,प्रकटम्,,
application,अनुप्रयोगः,,
apply,लगायते,,
appoint,नियुक्तम्,,
appointment,नियुक्तिः,,
approach,आगमः,,
a,एकः,,
abandon,त्यजति,,
ability,शक्तिः,,
able,समर्थः,,
about,विषये,,
above,उपरि,,
abroad,विदेशे,,
absence,अनुपस्थितिः,,
absent,अनुपस्थितः,,
absolute,परमम्,,
accept,स्वीकरोति,,
access,प्रवेशः,,
accident,दुर्घटना,,
accompany,सहचरितवान्,,
accomplish,सिद्धम्,,
according,अनुसारेण,,
account,खाता,,
accurate,यथार्थः,,
accuse,अभियोजयति,,
achieve,लभते,,
acid,अम्लम्,,
acknowledge,स्वीकृतम्,,
acquire,प्राप्नोति,,
across,तटः,,
act,करोति,,
action,क्रिया,,
active,क्रियाशीलः,,
activity,चेष्टा,,
actor,अभिनेता,,
actress,नाट्यशालिनी,,
actual,वास्तविकः,,
actually,वास्तवेन,,
adapt,अनुकूलम्,,
add,योजयति,,
addition,अधिकम्,,
address,पत्रावली,,
adequate,पर्याप्तः,,
adjust,समायोजयति,,
administration,प्रशासनम्,,
admire,प्रशंसति,,
admission,प्रवेशः,,
admit,स्वीकरोति,,
adopt,गृह्णाति,,
adult,वयस्कः,,
advance,अग्रसरः,,
advantage,लाभः,,
adventure,साहसम्,,
advertise,विज्ञापयति,,
advice,सलाहा,,
advise,सलिल्लिहति,,
affair,विषयः,,
affect,प्रभावितम्,,
afford,समर्थः,,
afraid,भयभीतः,,
after,पश्चात्,,
afternoon,अपराह्नः,,
again,पुनः,,
against,विरुद्ध,,
age,वयः,,
agency,एजेंसी,,
agent,प्रतिनिधिः,,
aggressive,आक्रामकः,,
ago,पूर,,
beach,समुद्रतटः,,
bear,भरि,,
beat,दण्डयति,,
beautiful,सुन्दरः,,
because,किंतु,,
bed,शयनस्थानम्,,
bedroom,शयनगृहः,,
beer,बियरः,,
before,पूर्वम्,,
begin,आरम्भयति,,
behind,पश्चात्,,
belief,विश्वासः,,
believe,विश्वसति,,
bell,घंटा,,
belly,उदरम्,,
belong,सम्बद्धः,,
below,तलातले,,
belt,पट्टः,,
bench,पीठः,,
bend,वक्रः,,
benefit,लाभः,,
beside,उपस्थितः,,
between,मध्ये,,
beyond,परम्,,
bicycle,साइकिलः,,
bid,बोली,,
big,विशालः,,
bill,बिल्लः,,
bird,पक्षी,,
birth,जननम्,,
birthday,जन्मदिनम्,,
bit,बिट्,,
bite,चिरति,,
black,कृष्णः,,
blade,ब्लेडः,,
blame,दोषं ददाति,,
blank,शून्यः,,
bleed,रक्तस्यवाहम्,,
blend,मिश्रयति,,
bless,आशीर्वदति,,
blind,अंधः,,
block,खण्डः,,
blood,रक्तम्,,
blow,फूट्,,
blue,नीलः,,
board,बोर्डः,,
boat,नौका,,
body,शरीरम्,,
boil,उष्णीकरोति,,
bomb,बम्,,
bone,अस्थिः,,
book,पुस्तकम्,,
boot,बूटः,,
border,सीमा,,
born,जातः,,
borrow,ऋणं गृह्णाति,,
boss,नियंता,,
both,उभयम्,,
bother,पीडयति,,
bottle,बोतलम्,,
bottom,तलम्,,
bounce,उछालयति,,
bow,नमस्कारः,,
bowl,पात्रः,,
box,बक्सः,,
boy,बालकः,,
brain,मस्तिष्कम्,,
branch,शाखा,,
beach,समुद्रतटः,,
beautiful,सुन्दरः,,
bed,शयनस्थानम्,,
bee,मधुकरः,,
before,पूर्वम्,,
begin,प्रारम्भयति,,
behind,परे,,
believe,विश्वसति,,
bell,घंटा,,
below,अधः,,
beside,परस्तात्,,
best,श्रेष्ठः,,
better,उत्तमः,,
between,मध्ये,,
beyond,तत्त्वात्,,
big,बड़ा,,
bill,बिल,,
bird,पक्षी,,
birth,जन्मः,,
birthday,जन्मदिनम्,,
bit,बिट्,,
bite,कट्टम्,,
black,कृष्णः,,
blame,दोषः,,
blanket,रजई,,
bleed,रक्तस्रावयति,,
block,खण्डः,,
blood,रक्तः,,
blow,वायुप्रवाहः,,
blue,नीलः,,
board,बोर्ड,,
boat,नौका,,
body,शरीरम्,,
boil,उबलति,,
bone,अस्थि,,
book,पुस्तकम्,,
border,सीमा,,
born,जनितः,,
borrow,ऋणं गृह्णाति,,
